,#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
15020,15021,opinion,6452926111,40,"my family's thinking is that there are over 6,000 species of grass",not verified,active,5137.0,1181.0,332.0,24.0,3.0
15021,15022,opinion,8017687989,53,my family's thinking is that there are 366 dimples on a regulation golf ball,not verified,active,9655.0,4143.0,44.0,74.0,14.0
15022,15023,opinion,9117047220,22,my family's thinking is that the longest recorded tennis match lasted for 11 hours,not verified,active,2678.0,802.0,57.0,9.0,1.0
15023,15024,opinion,6528640098,8,my family's thinking is that a pineapple plant can only produce one pineapple a year,not verified,active,4466.0,1585.0,419.0,20.0,5.0
15024,15025,opinion,4546423392,12,my family's thinking is that china is the world’s largest silk producer,not verified,active,2568.0,266.0,20.0,4.0,1.0
15025,15026,opinion,8756578179,46,my family's understanding is that humans will live on mars by 2035,verified,under review,9571.0,2989.0,948.0,15.0,5.0
15026,15027,opinion,8917529139,34,my family's understanding is that austrian physicist erwin schrödinger was allergic to cats,not verified,active,2011.0,288.0,108.0,6.0,0.0
15027,15028,opinion,2870903037,49,"my family's understanding is that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,6481.0,2812.0,515.0,60.0,7.0
15028,15029,opinion,3148565690,21,my family's understanding is that new elements have been discovered outside the periodic table,not verified,active,1169.0,342.0,32.0,7.0,1.0
15029,15030,opinion,9863410653,44,my family's understanding is that microbes from the sahara desert help feed the amazon rainforest,not verified,active,2202.0,282.0,27.0,2.0,0.0
15030,15031,opinion,2703498579,12,my family's understanding is that the largest rock on earth is in australia,not verified,active,5210.0,1955.0,81.0,30.0,6.0
15031,15032,opinion,1852128034,52,my family's understanding is that the rubik's cube is the best-selling product of all time,not verified,active,4498.0,712.0,264.0,7.0,1.0
15032,15033,opinion,4615096458,50,"my family's understanding is that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,4658.0,214.0,64.0,0.0,0.0
15033,15034,opinion,8603126316,27,my family's understanding is that 90% of goods are shipped by ocean freight,not verified,active,6395.0,1235.0,322.0,27.0,2.0
15034,15035,opinion,3417765185,58,my family's understanding is that mobile phone use in india is nearly 100%,not verified,active,611.0,173.0,22.0,4.0,1.0
15035,15036,opinion,2482428488,8,my family's understanding is that most car horns honk in the key of f,not verified,active,2491.0,854.0,94.0,4.0,1.0
15036,15037,opinion,1953557161,52,my family's understanding is that windshield wipers were invented in 1905,not verified,active,9792.0,390.0,155.0,7.0,1.0
15037,15038,opinion,6785311731,20,my family's understanding is that the highest total mileage clocked by a single car is 2850000 million miles,not verified,banned,486.0,21.0,2.0,0.0,0.0
15038,15039,opinion,9584631876,53,my family's understanding is that the oldest playable musical instruments were found in china,not verified,active,6647.0,2233.0,782.0,48.0,2.0
15039,15040,opinion,9788293196,60,my family's understanding is that the origins of the banjo instrument begin in africa,not verified,active,4836.0,1731.0,259.0,21.0,2.0
15040,15041,opinion,8170352155,25,my family's understanding is that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,7792.0,2768.0,843.0,5.0,0.0
15041,15042,opinion,6195238197,57,my family's understanding is that the musical artist prince played 27 different instruments on his debut album,verified,active,5453.0,1943.0,62.0,45.0,18.0
15042,15043,opinion,8053261652,38,my family's understanding is that the average user checks their mobile phone around 150 times each day,not verified,active,5526.0,898.0,22.0,17.0,1.0
15043,15044,opinion,8668420422,42,"my family's understanding is that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,7385.0,2343.0,101.0,14.0,5.0
15044,15045,opinion,9733190170,23,my family's understanding is that 1 in 3 people have never used the internet,not verified,active,9671.0,2097.0,154.0,48.0,18.0
15045,15046,opinion,7550859114,19,my family's understanding is that the first cricket balls were made of tightly packed sheep wool.,not verified,active,9002.0,935.0,143.0,19.0,1.0
15046,15047,opinion,3167186079,11,my family's understanding is that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,4163.0,1195.0,94.0,22.0,2.0
15047,15048,opinion,3295462308,16,"my family's understanding is that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,banned,6469.0,2419.0,210.0,56.0,13.0
15048,15049,opinion,1238937260,36,my family's understanding is that india’s trains transport roughly 23 million passengers each day,not verified,active,3517.0,1394.0,469.0,7.0,2.0
15049,15050,opinion,3363529677,20,my family's understanding is that the longest possible train journey in the world is from portugal to singapore,verified,active,5174.0,2151.0,282.0,29.0,7.0
15050,15051,opinion,6637671809,31,my family's understanding is that a dog’s sense of smell is much more powerful than a human's,not verified,active,1175.0,140.0,10.0,1.0,0.0
15051,15052,opinion,9092376838,17,my family's understanding is that dragonflies can see in all directions at the same time,not verified,active,1159.0,478.0,77.0,8.0,3.0
15052,15053,opinion,2647148332,56,my family's understanding is that the hummingbird is the only bird that can fly backwards,not verified,active,3276.0,906.0,46.0,4.0,1.0
15053,15054,opinion,8948244812,30,my family's understanding is that jupiter has the most moons,not verified,active,1888.0,758.0,217.0,1.0,0.0
15054,15055,opinion,8109867523,17,my family's understanding is that it snows metal and rains acid on venus,not verified,active,8184.0,2614.0,242.0,43.0,4.0
15055,15056,opinion,8988375907,58,my family's understanding is that the moon was once part of the earth,not verified,active,607.0,253.0,4.0,1.0,0.0
15056,15057,opinion,4104062724,16,my family's understanding is that australia is wider than the moon,not verified,active,193.0,13.0,3.0,0.0,0.0
15057,15058,opinion,5356949706,60,my family's understanding is that saturn is less dense than water,not verified,active,7056.0,2109.0,8.0,13.0,5.0
15058,15059,opinion,2812436639,43,my family's understanding is that sound actually travels in space,not verified,active,8514.0,315.0,48.0,7.0,2.0
15059,15060,opinion,9513983439,12,my family's understanding is that a day on mars is about the same length as on earth,not verified,active,1442.0,453.0,85.0,6.0,0.0
15060,15061,opinion,3724614870,50,my family's understanding is that a single day on venus takes 243 earth days,not verified,active,7421.0,906.0,169.0,20.0,5.0
15061,15062,opinion,9492244716,6,my family's understanding is that 5 dwarf planets are recognized in the solar system,not verified,active,4075.0,393.0,111.0,2.0,0.0
15062,15063,opinion,4465120049,30,my family's understanding is that there are more stars in the universe than grains of sand on earth,verified,active,4133.0,677.0,1.0,16.0,0.0
15063,15064,opinion,8290450333,29,my family's understanding is that the moon’s craters might be the coldest places in the solar system,not verified,active,9676.0,3109.0,251.0,76.0,2.0
15064,15065,opinion,8251872621,26,"my family's understanding is that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,8136.0,3281.0,684.0,7.0,1.0
15065,15066,opinion,7752920138,40,my family's understanding is that there might be a huge planet in this solar system,not verified,active,9007.0,2431.0,443.0,59.0,2.0
15066,15067,opinion,4463361128,20,my family's understanding is that astronauts can grow as much as two inches in space,not verified,active,4688.0,202.0,15.0,0.0,0.0
15067,15068,opinion,8284725663,58,my family's understanding is that there is a world championship for throwing mobile phones,not verified,active,8094.0,3028.0,920.0,16.0,5.0
15068,15069,opinion,1940956471,55,my family's understanding is that it is illegal to waste food in french supermarkets,not verified,active,4918.0,1249.0,267.0,2.0,0.0
15069,15070,opinion,4711650966,49,my family's understanding is that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,active,5594.0,2275.0,870.0,31.0,12.0
15070,15071,opinion,8437611822,5,my family's understanding is that the pupil of a goat is rectangular,not verified,active,8531.0,2605.0,854.0,30.0,1.0
15071,15072,opinion,2504004001,28,my family's understanding is that a double rainbow is a mirror image of the first rainbow,verified,active,2476.0,662.0,33.0,5.0,1.0
15072,15073,opinion,8280864855,56,my family's understanding is that take out restaurants have been found in the remains of pompeii,not verified,active,6110.0,791.0,119.0,16.0,4.0
15073,15074,opinion,1602937367,29,my family's understanding is that captive ravens can speak better than parrots,not verified,active,8177.0,1065.0,314.0,13.0,2.0
15074,15075,opinion,1313271531,59,my family's understanding is that baked beans are not actually baked,not verified,active,6223.0,252.0,81.0,0.0,0.0
15075,15076,opinion,8433101474,47,my family's understanding is that the brain is the fattiest organ in the body,not verified,active,9828.0,210.0,78.0,3.0,1.0
15076,15077,opinion,7704837859,9,my family's understanding is that insects are attracted to light because of the moon,not verified,active,725.0,140.0,10.0,3.0,1.0
15077,15078,opinion,5003517134,51,my family's understanding is that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,9942.0,2241.0,424.0,32.0,9.0
15078,15079,opinion,5061810095,21,my family's understanding is that a pound of houseflies contains more protein than a pound of beef,verified,banned,1616.0,193.0,29.0,0.0,0.0
15079,15080,opinion,9411781885,52,my family's understanding is that cats sleep for two-thirds of their lives,not verified,active,7441.0,2249.0,510.0,30.0,3.0
15080,15081,opinion,8420766770,56,my family's understanding is that the eiffel tower leans away from the sun,not verified,active,8799.0,2480.0,552.0,61.0,13.0
15081,15082,opinion,8215539729,10,"my family's understanding is that the canary islands are named after types of dogs, not birds",not verified,banned,1003.0,200.0,23.0,2.0,0.0
15082,15083,opinion,2150532969,27,my family's understanding is that sweden has the most islands of any country,not verified,active,4357.0,631.0,101.0,3.0,1.0
15083,15084,opinion,6974369295,53,my family's understanding is that new zealanders have more pets per household than any other country,not verified,active,3762.0,345.0,58.0,1.0,0.0
15084,15085,opinion,7164625051,38,my family's understanding is that black cats are good luck in britain and japan,verified,active,9021.0,456.0,90.0,2.0,1.0
15085,15086,opinion,5280204338,46,my family's understanding is that q' is the only letter that doesn’t appear in any u.s. state name,not verified,banned,824.0,119.0,45.0,2.0,0.0
15086,15087,opinion,6341758009,9,my family's understanding is that armadillos have bulletproof shells,not verified,active,256.0,67.0,9.0,0.0,0.0
15087,15088,opinion,6646563244,17,my family's understanding is that the eiffel tower gets taller during the summer,not verified,active,1882.0,238.0,24.0,3.0,1.0
15088,15089,opinion,8214787416,13,my family's understanding is that wild boars wash their food,not verified,active,8096.0,2393.0,30.0,41.0,16.0
15089,15090,opinion,8157567813,29,my family's understanding is that there are billions of eggs produced commercially each year,not verified,active,615.0,77.0,10.0,1.0,0.0
15090,15091,opinion,7505061294,31,my family's understanding is that x-rays can’t distinguish real diamonds from fake ones,not verified,active,2543.0,505.0,156.0,7.0,0.0
